id,first_name,last_name,email,country,phone,Rx,ssn
888,Shawn,Moore,smooreon@qq.com,Netherlands,31-(706)487-2438,Alcohol,486-17-9362
889,Kenneth,Tucker,ktuckeroo@lulu.com,China,86-(779)343-2335,Sulfur and Thuja Occidentalis,276-87-6978
890,Rachel,Cruz,rcruzop@yellowpages.com,Sweden,46-(616)497-9573,Testosterone Cypionate,295-35-9142
891,Gerald,Robinson,grobinsonoq@netscape.com,Peru,51-(990)611-8534,"Aurum metallicum, Aurum muriaticum natronatum, Baryta carbonica, Baryta muriatica, Calcarea fluorica, Ceanothus americanus, Cholesterinum, Glonoinum, Plumbum iodatum, Strophanthus hispidus",961-71-8349
892,Carl,Cooper,ccooperor@ucla.edu,China,86-(875)930-8045,TRICLOSAN,701-21-7742
893,Terry,Alvarez,talvarezos@yolasite.com,Cameroon,237-(147)702-4921,SODIUM FLUORIDE F 18,334-03-7006
894,Joe,Boyd,jboydot@youtu.be,Ukraine,380-(143)429-1869,Ezetimibe,478-06-0371
895,Frank,Ortiz,fortizou@odnoklassniki.ru,China,86-(926)715-3073,Ferrum phosphoricum,558-75-7072
896,Patrick,Ruiz,pruizov@sciencedirect.com,China,86-(104)694-3519,Liquid Oxygen,428-80-7166
897,Shawn,Patterson,spattersonow@usgs.gov,Peru,51-(415)296-0263,nifedipine,894-52-1620
898,Paul,Harvey,pharveyox@mtv.com,Peru,51-(588)100-3325,LIDODERM,919-40-0902
899,Kenneth,Bailey,kbaileyoy@csmonitor.com,Indonesia,62-(559)647-2934,benazepril hydrochloride and hydrochlorothiazide,676-48-0845
900,Terry,Lewis,tlewisoz@dagondesign.com,Netherlands,31-(882)145-1174,"OCTINOXATE, OCTISALATE, OXYBENZONE, and TITANIUM DIOXIDE",966-73-0272
901,Brandon,Knight,bknightp0@paginegialle.it,Brazil,55-(705)554-9539,NIFEDIPINE,129-93-4420
902,Rose,Ward,rwardp1@sfgate.com,Indonesia,62-(887)997-5814,diazepam,146-87-3172
903,Arthur,Morris,amorrisp2@washington.edu,Poland,48-(160)872-1130,"Ethylhexyl Methoxycinnamate, Octocrylene, Zinc Oxide",692-31-0945
904,Laura,Black,lblackp3@army.mil,Netherlands,31-(939)861-9725,Lovastatin,239-17-1570
905,Lois,Cook,lcookp4@google.ru,Nigeria,234-(541)306-5730,Donepezil Hydrochloride,170-39-7330
906,Victor,Burns,vburnsp5@over-blog.com,Philippines,63-(337)243-6974,Benazepril Hydrochloride,238-47-6161
907,Anna,Marshall,amarshallp6@comcast.net,Brazil,55-(881)608-4627,ketoconazole,893-51-4931
908,Aaron,Sanchez,asanchezp7@about.me,Philippines,63-(761)514-0324,CHLOROTHIAZIDE SODIUM,988-52-1988
909,Donald,Ryan,dryanp8@eventbrite.com,Indonesia,62-(949)789-7558,Diethylpropion hydrochloride,661-86-6767
910,Kelly,Morris,kmorrisp9@microsoft.com,Slovenia,386-(896)645-3017,SALICYLIC ACID,712-63-4429
911,Albert,Porter,aporterpa@bizjournals.com,Cuba,53-(853)322-7307,fexofenadine hcl,536-73-4841
912,Peter,Nelson,pnelsonpb@harvard.edu,Philippines,63-(721)381-6486,Titanium dioxide,402-84-3085
913,Alice,Fields,afieldspc@ted.com,China,86-(888)924-7869,Donepezil Hydrochloride,138-22-0290
914,Jesse,Weaver,jweaverpd@phpbb.com,Philippines,63-(769)398-3833,Dimenhydrinate,868-93-4567
915,Russell,Torres,rtorrespe@sitemeter.com,China,86-(484)724-8075,Omeprazole,424-85-5466
916,Denise,Garza,dgarzapf@usa.gov,France,33-(967)887-8478,medroxyprogesterone acetate,499-49-6633
917,Jason,Stewart,jstewartpg@topsy.com,China,86-(197)512-0903,Levetiracetam,785-19-7179
918,Denise,Burke,dburkeph@sun.com,Philippines,63-(780)659-8673,"Methenamine, Sodium Phosphate, Monobasic, Monohydrate, Phenyl Salicylate, Methylene Blue, and Hyoscyamine Sulfate",414-95-9794
919,Terry,Reyes,treyespi@linkedin.com,Indonesia,62-(451)835-9565,permethrin,670-13-5428
920,Cynthia,Sanders,csanderspj@msu.edu,China,86-(450)692-1943,Alcohol,115-39-5615
921,George,Gordon,ggordonpk@linkedin.com,Thailand,66-(422)198-6395,"Angelica archangelica, Cimicifuga racemosa,",847-25-8384
922,Philip,Shaw,pshawpl@google.nl,China,86-(697)442-4119,Antibaceterial Hand Soap Golden Sunflower,270-29-2764
923,Edward,Gilbert,egilbertpm@japanpost.jp,Cameroon,237-(489)930-8934,BuPROPion Hydrochloride,536-92-3965
924,Henry,Welch,hwelchpn@cam.ac.uk,Philippines,63-(720)412-2565,norethindrone acetate and ethinyl estradiol and ferrous fumarate,865-73-2191
925,Jimmy,White,jwhitepo@bloglovin.com,China,86-(700)239-7708,"GLYCERIN, ALLANTOIN",112-43-7640
926,Gloria,Sanchez,gsanchezpp@tumblr.com,Philippines,63-(423)848-0401,Cilostazol,139-16-4226
927,Kimberly,Simmons,ksimmonspq@opera.com,Botswana,267-(646)587-6896,"Avobenzone, Octinoxate, Octisalate, and Oxybenzone",911-04-8108
928,Jonathan,Welch,jwelchpr@fc2.com,South Africa,27-(499)835-0133,"Avobenzone, Homosalate, Octisalate, Octocrylene, and Oxybenzone",715-18-3456
929,Ronald,Gutierrez,rgutierrezps@reverbnation.com,Portugal,351-(469)611-7523,Sumatriptan,351-47-4932
930,Kelly,Lewis,klewispt@4shared.com,Jamaica,1-(204)513-3030,Citalopram,182-66-3110
931,Kelly,Boyd,kboydpu@weebly.com,China,86-(354)592-2537,EUCALYPTOL,392-85-0369
932,Mildred,Knight,mknightpv@shinystat.com,China,86-(743)570-4974,Midazolam HCl,477-62-1928
933,William,Frazier,wfrazierpw@google.nl,South Africa,27-(951)480-3981,montelukast sodium,164-25-2678
934,Clarence,Ford,cfordpx@google.pl,Indonesia,62-(933)299-3153,Red Mulberry,499-09-5985
935,Eugene,Richards,erichardspy@list-manage.com,Estonia,372-(954)489-1554,Triclosan,752-95-6685
936,Debra,Foster,dfosterpz@marriott.com,Cameroon,237-(673)193-7813,sertraline hydrochloride,279-30-2907
937,Edward,Montgomery,emontgomeryq0@dion.ne.jp,China,86-(986)564-3005,Montelukast Sodium,131-37-7601
938,Martin,Brown,mbrownq1@lulu.com,Sweden,46-(874)603-1851,Lamotrigine,196-21-2221
939,Martin,Owens,mowensq2@ovh.net,Somalia,252-(616)426-1792,Propranolol Hydrochloride,353-10-1489
940,Janet,Reid,jreidq3@japanpost.jp,China,86-(372)655-7079,Corn Smut,475-11-7455
941,James,Chapman,jchapmanq4@ehow.com,China,86-(631)691-1481,alprazolam,478-70-4883
942,Randy,Robertson,rrobertsonq5@bloglovin.com,China,86-(787)889-4582,Dextromethorphan hydrobromide and Guaifenesin,152-48-6540
943,Deborah,Johnson,djohnsonq6@craigslist.org,Indonesia,62-(414)875-4802,Gabapentin,858-19-5776
944,Laura,Hawkins,lhawkinsq7@hubpages.com,Indonesia,62-(336)300-4095,CIMETIDINE,654-37-3714
945,Aaron,Chapman,achapmanq8@sourceforge.net,Chad,235-(424)618-0959,"octinoxate, octisalate, zinc oxide, oxybenzone,",770-91-9744
946,Brandon,Jenkins,bjenkinsq9@msu.edu,Philippines,63-(651)410-1397,"Phenobarbital, Hyoscyamine Sulfate, Atropine Sulfate, Scopolamine Hydrobromide",937-11-1565
947,Lillian,Hunter,lhunterqa@sbwire.com,Ecuador,593-(891)581-3147,Enoxaparin sodium,721-10-9824
948,Kathryn,Brooks,kbrooksqb@senate.gov,China,86-(471)490-5304,Diazepam,746-56-4375
949,Earl,Williams,ewilliamsqc@who.int,Indonesia,62-(158)977-7717,Alprazolam,514-15-9397
950,Jose,Black,jblackqd@theatlantic.com,Japan,81-(173)855-7563,Lenscale Quailbrush,995-42-6610
951,Jose,Flores,jfloresqe@msu.edu,China,86-(773)205-6400,Fosfomycin tromethamine,308-81-6875
952,Judith,Gutierrez,jgutierrezqf@aboutads.info,China,86-(441)181-3024,Brewers Yeast,690-44-3719
953,Ruth,Jordan,rjordanqg@mail.ru,Poland,48-(760)160-3906,iloperidone,554-10-3411
954,Jean,Hansen,jhansenqh@odnoklassniki.ru,China,86-(747)397-7651,IRBESARTAN AND HYDROCHLOROTHIAZIDE,247-78-3966
955,William,Grant,wgrantqi@yellowbook.com,Indonesia,62-(183)795-7173,Acetaminophen,863-67-2241
956,Catherine,Hughes,chughesqj@bizjournals.com,Philippines,63-(790)173-2819,isopropyl alcohol,960-11-6598
957,Frank,Palmer,fpalmerqk@1688.com,Iraq,964-(273)455-2467,Goose Feathers,602-61-4157
958,Anthony,Russell,arussellql@marketwatch.com,Cameroon,237-(443)346-1630,Tetracycline Hydrochloride,665-58-9366
959,Jack,Taylor,jtaylorqm@timesonline.co.uk,Indonesia,62-(198)952-2672,Salicylic Acid,931-40-1322
960,Brenda,Scott,bscottqn@si.edu,China,86-(243)463-4961,cetirizine Hydrochloride,704-19-5565
961,Paul,Reynolds,preynoldsqo@cisco.com,Thailand,66-(251)670-8147,"Phenylephrine Hydrochloride, Acetaminophen, Dextromethorphan Hydrobromide, and Guaifenesin",290-39-7165
962,Todd,Bennett,tbennettqp@addtoany.com,Colombia,57-(729)614-1294,Sodium Fluoride,331-13-8705
963,Dennis,Freeman,dfreemanqq@ebay.co.uk,Brazil,55-(519)618-4726,Ibuprofen,135-45-0417
964,Gregory,Hudson,ghudsonqr@statcounter.com,Ukraine,380-(226)588-0753,rizatriptan benzoate,239-02-4837
965,Kathleen,Barnes,kbarnesqs@nih.gov,Poland,48-(926)113-9901,escitalopram,290-70-4715
966,Roger,Sanders,rsandersqt@scribd.com,Ireland,353-(753)860-6489,Bisacodyl,176-76-3619
967,Douglas,Miller,dmillerqu@a8.net,China,86-(315)555-8561,"AVOBENZONE, OCTINOXATE, OCTISALATE, and OXYBENZONE",970-18-4243
968,Rachel,Gonzales,rgonzalesqv@kickstarter.com,Jamaica,1-(354)851-1438,Mepivacaine Hydrochloride,554-33-9651
969,Richard,Harvey,rharveyqw@ow.ly,Brazil,55-(854)147-0590,naproxen sodium,472-33-1214
970,Karen,Cooper,kcooperqx@arstechnica.com,Japan,81-(643)560-4252,East Sycamore,366-37-3079
971,Randy,Russell,rrussellqy@miibeian.gov.cn,China,86-(951)424-3391,phenylephrine hydrochloride and witch hazel,776-90-1857
972,Patricia,Peters,ppetersqz@barnesandnoble.com,Russia,7-(373)231-9447,Naproxen Sodium,422-06-2549
973,Nicholas,Campbell,ncampbellr0@smugmug.com,Sweden,46-(596)209-6098,Hydroxychloroquine Sulfate,423-10-4828
974,Matthew,Howard,mhowardr1@ucsd.edu,Morocco,212-(706)184-5137,sunflower seed,938-35-5084
975,Michael,Roberts,mrobertsr2@drupal.org,Chad,235-(905)342-9797,METFORMIN HYDROCHLORIDE,358-17-0217
976,Henry,Lee,hleer3@sciencedaily.com,Indonesia,62-(483)610-7097,ropinirole,969-62-0173
977,Anthony,Grant,agrantr4@twitter.com,Ireland,353-(838)685-7083,Benzoyl Peroxide,500-72-1155
978,Denise,Green,dgreenr5@buzzfeed.com,China,86-(487)767-3743,Soybean,590-18-3900
979,Jennifer,Lane,jlaner6@rakuten.co.jp,Vietnam,84-(667)384-9762,Zinc Oxide and Titanium Dioxide,824-99-8939
980,Larry,Washington,lwashingtonr7@gov.uk,France,33-(109)655-3212,terazosin hydrochloride anhydrous,298-27-4315
981,Edward,Butler,ebutlerr8@economist.com,United States,1-(850)577-2150,TITANIUM DIOXIDE,133-93-2096
982,Jason,Powell,jpowellr9@domainmarket.com,Lithuania,370-(188)843-0632,Furosemide,803-09-4367
983,Virginia,Allen,vallenra@nifty.com,Thailand,66-(459)327-9872,azithromycin dihydrate,708-16-8190
984,Jeremy,Weaver,jweaverrb@sun.com,Dominican Republic,1-(567)707-2406,Ibuprofen,665-88-6188
985,Gerald,Meyer,gmeyerrc@alexa.com,Indonesia,62-(148)205-4899,Tobramycin,130-30-4606
986,Ashley,Harrison,aharrisonrd@geocities.com,Indonesia,62-(981)524-4179,Levetiracetam,812-47-7555
987,Ralph,Lopez,rlopezre@goodreads.com,Poland,48-(618)690-0984,"Acetaminophen, Diphenhydramine Citrate",849-87-8020
988,Jimmy,Taylor,jtaylorrf@4shared.com,Indonesia,62-(185)140-1956,"Abrotanum, Aesculus hipp., Allium sativum, Arsenicum alb., Artemisia, Baptisia, Cina, Cuprum met., Filix mas, Granatum, Ipecac, Lachesis, Lycopodium, Merc. viv, Naphthalinum, Nat. mur., Nux vom., Pulsatilla, Ratanhia, Ruta, Sabadilla, Santoninum, Silicea, Spigelia anth., Terebinthina, Teucrium marum, Thymolum, Zingiber, Juglans regia",676-36-0549
989,Daniel,Meyer,dmeyerrg@apache.org,Indonesia,62-(715)745-2785,Titanium dioxide,655-77-3115
990,Theresa,James,tjamesrh@joomla.org,China,86-(586)693-8475,"Eucalyptol, Menthol, Methyl Salicylate, and Thymol",329-50-7997
991,Walter,Lynch,wlynchri@engadget.com,Indonesia,62-(851)282-7670,Ranitidine,691-25-2522
992,Jessica,Lewis,jlewisrj@fema.gov,Philippines,63-(815)409-8132,Antibacterial,297-55-4314
993,Stephen,Franklin,sfranklinrk@reference.com,Croatia,385-(383)710-3032,Prazosin Hydrochloride,985-23-9670
994,Phyllis,Nguyen,pnguyenrl@1und1.de,Mexico,52-(948)900-5692,METOPROLOL SUCCINATE,976-47-9186
995,Alan,Holmes,aholmesrm@unblog.fr,China,86-(914)297-7607,clopidogrel,808-19-7441
996,Lori,Johnson,ljohnsonrn@jimdo.com,Philippines,63-(553)880-1050,"Dextromethorphan HBr, Guaifenesin",636-51-2132
997,Rebecca,Phillips,rphillipsro@princeton.edu,China,86-(851)945-9653,Salicylic Acid,194-26-2503
998,Jerry,Burke,jburkerp@dedecms.com,Argentina,54-(269)162-4455,Alcohol,486-24-6887
999,Michelle,Bell,mbellrq@comsenz.com,China,86-(649)279-7420,ACETAMINOPHEN,275-20-0172
1000,Catherine,Kelly,ckellyrr@time.com,China,86-(222)633-9932,ALCOHOL,545-17-2065
